thema,quelle,themenbezogenheit__mean,themenbezogenheit__std,themenbezogenheit__count,logik-des-aufbaus__mean,logik-des-aufbaus__std,logik-des-aufbaus__count,ausfuehrlichkeit-aussagekraft__mean,ausfuehrlichkeit-aussagekraft__std,ausfuehrlichkeit-aussagekraft__count,sprachbeherrschung__mean,sprachbeherrschung__std,sprachbeherrschung__count,komplexitaet__mean,komplexitaet__std,komplexitaet__count,wortschatz-textverknuepfung__mean,wortschatz-textverknuepfung__std,wortschatz-textverknuepfung__count,gebrauch-sprachlicher-strukturen__mean,gebrauch-sprachlicher-strukturen__std,gebrauch-sprachlicher-strukturen__count,overall_score__mean,overall_score__std,overall_score__count
Giving mobile phones to the unemployed,ChatGPT-4,5.5,0.5000000000000002,9,5.444444444444445,0.52704627669473,9,5.444444444444445,0.3908679799852857,9,5.444444444444445,0.39086797998528583,9,4.888888888888889,0.7406828681096324,9,5.277777777777778,0.5651941652604391,9,5.166666666666667,0.6123724356957945,9,5.311111111111111,0.5018576602096568,9
Giving mobile phones to the unemployed,ClaudeOpus4.6,5.166666666666667,0.5,9,5.111111111111111,0.48591265790377514,9,5.166666666666667,0.4330127018922194,9,5.111111111111111,0.48591265790377514,9,4.555555555555555,0.5270462766947299,9,4.777777777777778,0.565194165260439,9,4.833333333333333,0.49999999999999994,9,4.961111111111111,0.47003841450578376,9
Giving mobile phones to the unemployed,ClaudeOpus4.7,5.222222222222222,0.5068968775248517,9,5.277777777777778,0.3632415786283895,9,5.333333333333333,0.3535533905932738,9,5.222222222222222,0.36324157862838946,9,4.666666666666667,0.4330127018922194,9,5.055555555555555,0.39086797998528583,9,4.944444444444445,0.4639803635691685,9,5.1033333333333335,0.3632836357448541,9
Giving mobile phones to the unemployed,DeepSeek-V3.2,5.555555555555555,0.52704627669473,9,5.5,0.5,9,5.555555555555555,0.4639803635691686,9,5.5,0.6123724356957946,9,5.055555555555555,0.5270462766947299,9,5.388888888888889,0.485912657903775,9,5.333333333333333,0.6614378277661477,9,5.414444444444444,0.5155848890122533,9
Giving mobile phones to the unemployed,DeepSeek-V4Pro,5.666666666666667,0.49999999999999994,9,5.555555555555555,0.52704627669473,9,5.611111111111111,0.4859126579037751,9,5.555555555555555,0.52704627669473,9,5.166666666666667,0.5,9,5.555555555555555,0.52704627669473,9,5.444444444444445,0.5270462766947299,9,5.5088888888888885,0.4947333737591501,9
Giving mobile phones to the unemployed,GLM-5.1,5.111111111111111,0.4859126579037751,9,5.111111111111111,0.4859126579037751,9,5.277777777777778,0.3632415786283895,9,5.166666666666667,0.4330127018922194,9,4.555555555555555,0.5270462766947299,9,4.888888888888889,0.4859126579037751,9,4.833333333333333,0.5590169943749475,9,4.9944444444444445,0.4515005844711363,9
Giving mobile phones to the unemployed,GPT-5.5,5.222222222222222,0.5068968775248517,9,5.166666666666667,0.5,9,5.277777777777778,0.4409585518440985,9,5.222222222222222,0.4409585518440985,9,4.666666666666667,0.5,9,4.833333333333333,0.5,9,4.888888888888889,0.5464532103585001,9,5.042222222222223,0.45416896023885694,9
Giving mobile phones to the unemployed,Gemini3.1Pro,5.444444444444445,0.5833333333333334,9,5.388888888888889,0.5464532103584999,9,5.555555555555555,0.39086797998528594,9,5.555555555555555,0.52704627669473,9,5.166666666666667,0.5590169943749475,9,5.388888888888889,0.4859126579037751,9,5.333333333333333,0.5590169943749473,9,5.405555555555555,0.4666398801836142,9
Giving mobile phones to the unemployed,Kimi-K2.6,5.222222222222222,0.4409585518440985,9,5.222222222222222,0.3632415786283894,9,5.333333333333333,0.24999999999999997,9,5.333333333333333,0.3535533905932738,9,4.666666666666667,0.4330127018922194,9,5.055555555555555,0.39086797998528583,9,5.055555555555555,0.39086797998528583,9,5.127777777777777,0.3417885961298948,9
Giving mobile phones to the unemployed,MiniMax-M2.7,5.277777777777778,0.4409585518440984,9,5.166666666666667,0.4330127018922194,9,5.166666666666667,0.4330127018922194,9,5.111111111111111,0.48591265790377514,9,4.5,0.5590169943749475,9,4.777777777777778,0.5068968775248517,9,4.777777777777778,0.5068968775248516,9,4.9688888888888885,0.4510389241641026,9
Giving mobile phones to the unemployed,Qwen3.6Plus,5.555555555555555,0.4639803635691686,9,5.555555555555555,0.4639803635691686,9,5.555555555555555,0.4639803635691686,9,5.555555555555555,0.4639803635691686,9,5.222222222222222,0.6180165405913054,9,5.555555555555555,0.4639803635691686,9,5.444444444444445,0.5270462766947299,9,5.493333333333333,0.48456165758342873,9
Giving mobile phones to the unemployed,Student,4.611111111111111,0.5464532103585001,9,4.222222222222222,0.4409585518440984,9,4.055555555555555,0.3908679799852857,9,3.7777777777777777,0.2635231383473649,9,3.6666666666666665,0.5000000000000001,9,3.888888888888889,0.41666666666666663,9,3.7222222222222223,0.44095855184409843,9,3.9911111111111115,0.39298360158041085,9
International sporting occasions help to ease international tensions,ChatGPT-3,4.722222222222222,0.5068968775248517,9,4.611111111111111,0.4166666666666667,9,4.777777777777778,0.3632415786283895,9,4.666666666666667,0.25000000000000006,9,4.0,0.3535533905932738,9,4.333333333333333,0.4330127018922194,9,4.333333333333333,0.3535533905932737,9,4.492222222222222,0.34481073713625043,9
International sporting occasions help to ease international tensions,ChatGPT-4,5.388888888888889,0.5464532103585001,9,5.388888888888889,0.5464532103585001,9,5.388888888888889,0.41666666666666663,9,5.388888888888889,0.41666666666666663,9,4.944444444444445,0.6346477588219924,9,5.277777777777778,0.6180165405913054,9,5.166666666666667,0.49999999999999994,9,5.279999999999999,0.5038352905464246,9
International sporting occasions help to ease international tensions,ClaudeOpus4.6,5.055555555555555,0.5833333333333334,9,5.0,0.6123724356957945,9,5.055555555555555,0.5833333333333334,9,5.055555555555555,0.5833333333333334,9,4.666666666666667,0.6123724356957946,9,4.833333333333333,0.6614378277661476,9,4.888888888888889,0.6009252125773314,9,4.937777777777778,0.5875963278003398,9
International sporting occasions help to ease international tensions,ClaudeOpus4.7,5.388888888888889,0.41666666666666663,9,5.333333333333333,0.4330127018922194,9,5.388888888888889,0.4166666666666667,9,5.388888888888889,0.4166666666666667,9,5.0,0.4330127018922193,9,5.166666666666667,0.5,9,5.222222222222222,0.4409585518440985,9,5.271111111111111,0.4116261788456986,9
International sporting occasions help to ease international tensions,DeepSeek-V3.2,5.277777777777778,0.5068968775248516,9,5.277777777777778,0.5068968775248516,9,5.333333333333333,0.4330127018922194,9,5.333333333333333,0.4330127018922194,9,4.944444444444445,0.46398036356916844,9,5.166666666666667,0.49999999999999994,9,5.166666666666667,0.49999999999999994,9,5.2155555555555555,0.45951363176491056,9
International sporting occasions help to ease international tensions,DeepSeek-V4Pro,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.555555555555555,0.3908679799852857,9,5.611111111111111,0.33333333333333337,9,5.611111111111111,0.33333333333333337,9,5.635555555555555,0.28142988074790115,9
International sporting occasions help to ease international tensions,GLM-5.1,5.111111111111111,0.5464532103585001,9,5.055555555555555,0.5833333333333333,9,5.111111111111111,0.5464532103585001,9,5.111111111111111,0.5464532103585001,9,4.666666666666667,0.5,9,4.888888888888889,0.6009252125773314,9,4.944444444444445,0.5833333333333334,9,4.985555555555555,0.5408352593699653,9
International sporting occasions help to ease international tensions,GPT-5.5,5.0,0.5590169943749475,9,4.944444444444445,0.5833333333333334,9,5.0,0.5590169943749475,9,5.0,0.5590169943749475,9,4.555555555555555,0.52704627669473,9,4.777777777777778,0.6180165405913052,9,4.833333333333333,0.5590169943749475,9,4.874444444444444,0.5488649904828853,9
International sporting occasions help to ease international tensions,Gemini3.1Pro,5.277777777777778,0.6180165405913053,9,5.0,0.7905694150420949,9,5.222222222222222,0.5068968775248516,9,5.333333333333333,0.4330127018922194,9,4.944444444444445,0.6346477588219923,9,5.222222222222222,0.5651941652604391,9,5.055555555555555,0.5270462766947299,9,5.152222222222222,0.5433870116633672,9
International sporting occasions help to ease international tensions,Kimi-K2.6,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.555555555555555,0.39086797998528583,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.651111111111111,0.2632225505368244,9
International sporting occasions help to ease international tensions,MiniMax-M2.7,5.277777777777778,0.565194165260439,9,5.166666666666667,0.5590169943749475,9,5.166666666666667,0.5590169943749475,9,5.166666666666667,0.5590169943749475,9,4.777777777777778,0.6180165405913052,9,5.0,0.6123724356957946,9,5.0,0.5590169943749473,9,5.081111111111111,0.5571006292503278,9
International sporting occasions help to ease international tensions,Qwen3.6Plus,5.5,0.3535533905932737,9,5.5,0.3535533905932737,9,5.555555555555555,0.3004626062886658,9,5.555555555555555,0.3004626062886658,9,5.333333333333333,0.3535533905932738,9,5.5,0.3535533905932737,9,5.5,0.3535533905932737,9,5.492222222222222,0.3208885233916046,9
International sporting occasions help to ease international tensions,Student,4.111111111111111,0.6009252125773314,9,3.4444444444444446,0.5270462766947299,9,3.388888888888889,0.6009252125773316,9,2.7222222222222223,0.44095855184409843,9,2.9444444444444446,0.6346477588219923,9,3.111111111111111,0.5464532103585,9,2.8333333333333335,0.6123724356957945,9,3.223333333333333,0.5377034498680475,9
Is image more powerful than the written word?,ChatGPT-3,4.888888888888889,0.6508541396588877,9,4.833333333333333,0.6123724356957945,9,4.833333333333333,0.5,9,4.944444444444445,0.5270462766947298,9,4.222222222222222,0.5651941652604391,9,4.444444444444445,0.5833333333333333,9,4.5,0.6123724356957945,9,4.667777777777777,0.5472608559402402,9
Is image more powerful than the written word?,ChatGPT-4,5.166666666666667,0.49999999999999994,9,5.166666666666667,0.49999999999999994,9,5.222222222222222,0.44095855184409843,9,5.222222222222222,0.44095855184409843,9,4.777777777777778,0.5068968775248517,9,5.111111111111111,0.4166666666666667,9,5.055555555555555,0.5270462766947299,9,5.104444444444444,0.4569220696987374,9
Is image more powerful than the written word?,ClaudeOpus4.6,5.388888888888889,0.41666666666666663,9,5.277777777777778,0.4409585518440984,9,5.333333333333333,0.4330127018922194,9,5.333333333333333,0.4330127018922194,9,4.833333333333333,0.5590169943749475,9,5.055555555555555,0.5270462766947299,9,5.055555555555555,0.5270462766947299,9,5.183333333333334,0.4538722287164087,9
Is image more powerful than the written word?,ClaudeOpus4.7,5.444444444444445,0.3908679799852857,9,5.444444444444445,0.3908679799852857,9,5.444444444444445,0.3908679799852857,9,5.444444444444445,0.3908679799852857,9,5.0,0.43301270189221924,9,5.111111111111111,0.4166666666666667,9,5.222222222222222,0.5068968775248518,9,5.304444444444445,0.3986261127645527,9
Is image more powerful than the written word?,DeepSeek-V3.2,5.444444444444445,0.3908679799852857,9,5.444444444444445,0.3908679799852857,9,5.5,0.3535533905932738,9,5.5,0.3535533905932738,9,5.166666666666667,0.25000000000000006,9,5.277777777777778,0.4409585518440985,9,5.333333333333333,0.4330127018922194,9,5.382222222222222,0.34690696799638443,9
Is image more powerful than the written word?,DeepSeek-V4Pro,5.666666666666667,0.3535533905932738,9,5.5,0.35355339059327373,9,5.611111111111111,0.22047927592204927,9,5.666666666666667,0.25000000000000006,9,5.277777777777778,0.36324157862838957,9,5.444444444444445,0.39086797998528583,9,5.444444444444445,0.3908679799852858,9,5.516666666666667,0.2872281323269014,9
Is image more powerful than the written word?,GLM-5.1,5.055555555555555,0.5833333333333334,9,4.944444444444445,0.5270462766947299,9,5.111111111111111,0.41666666666666674,9,5.055555555555555,0.52704627669473,9,4.388888888888889,0.4859126579037751,9,4.666666666666667,0.4330127018922193,9,4.777777777777778,0.565194165260439,9,4.857777777777778,0.4787164551636432,9
Is image more powerful than the written word?,GPT-5.5,5.166666666666667,0.5590169943749475,9,5.111111111111111,0.5464532103585003,9,5.166666666666667,0.5,9,5.166666666666667,0.5,9,4.666666666666667,0.5,9,4.833333333333333,0.5,9,4.888888888888889,0.5464532103585,9,5.002222222222222,0.4906571557049224,9
Is image more powerful than the written word?,Gemini3.1Pro,5.444444444444445,0.5270462766947298,9,5.277777777777778,0.6180165405913052,9,5.388888888888889,0.4859126579037751,9,5.555555555555555,0.3908679799852857,9,5.111111111111111,0.4859126579037751,9,5.333333333333333,0.5000000000000001,9,5.277777777777778,0.5068968775248516,9,5.341111111111111,0.47261095111212886,9
Is image more powerful than the written word?,Kimi-K2.6,5.666666666666667,0.4330127018922194,9,5.666666666666667,0.3535533905932738,9,5.666666666666667,0.3535533905932738,9,5.722222222222222,0.26352313834736496,9,5.555555555555555,0.3004626062886657,9,5.611111111111111,0.33333333333333337,9,5.5,0.3535533905932738,9,5.627777777777777,0.3114794446579813,9
Is image more powerful than the written word?,MiniMax-M2.7,5.111111111111111,0.5464532103585001,9,5.0,0.4330127018922193,9,5.055555555555555,0.46398036356916855,9,5.0,0.4330127018922193,9,4.5,0.5000000000000001,9,4.777777777777778,0.5651941652604389,9,4.833333333333333,0.6123724356957945,9,4.898888888888889,0.4846505040863068,9
Is image more powerful than the written word?,Qwen3.6Plus,5.611111111111111,0.4166666666666667,9,5.5,0.35355339059327373,9,5.611111111111111,0.3333333333333334,9,5.611111111111111,0.33333333333333337,9,5.166666666666667,0.4330127018922193,9,5.388888888888889,0.485912657903775,9,5.333333333333333,0.4330127018922194,9,5.461111111111111,0.3670982308743957,9
Is image more powerful than the written word?,Student,4.666666666666667,0.5590169943749475,9,4.388888888888889,0.4166666666666667,9,4.444444444444445,0.5270462766947298,9,4.055555555555555,0.39086797998528583,9,3.7777777777777777,0.36324157862838946,9,4.0,0.43301270189221946,9,3.888888888888889,0.41666666666666663,9,4.174444444444444,0.41476231479942566,9
Knowledge from experience is more important than that from books,ChatGPT-3,4.833333333333333,0.49999999999999994,9,4.722222222222222,0.4409585518440985,9,4.833333333333333,0.4330127018922194,9,4.833333333333333,0.6123724356957945,9,4.111111111111111,0.41666666666666674,9,4.444444444444445,0.4639803635691685,9,4.5,0.4330127018922193,9,4.608888888888888,0.442759653888101,9
Knowledge from experience is more important than that from books,ChatGPT-4,5.388888888888889,0.5464532103585,9,5.277777777777778,0.5068968775248517,9,5.333333333333333,0.5,9,5.388888888888889,0.5464532103585,9,4.888888888888889,0.5464532103585,9,5.222222222222222,0.6180165405913052,9,5.166666666666667,0.49999999999999994,9,5.238888888888889,0.5206352956831788,9
Knowledge from experience is more important than that from books,ClaudeOpus4.6,5.222222222222222,0.5068968775248516,9,5.111111111111111,0.5464532103585001,9,5.166666666666667,0.5,9,5.166666666666667,0.5,9,4.666666666666667,0.5,9,4.833333333333333,0.5590169943749475,9,4.944444444444445,0.46398036356916844,9,5.017777777777777,0.49154800828041656,9
Knowledge from experience is more important than that from books,ClaudeOpus4.7,5.5,0.35355339059327373,9,5.444444444444445,0.39086797998528594,9,5.5,0.35355339059327373,9,5.5,0.35355339059327373,9,5.111111111111111,0.4859126579037751,9,5.388888888888889,0.4166666666666667,9,5.333333333333333,0.49999999999999994,9,5.397777777777778,0.387871685541036,9
Knowledge from experience is more important than that from books,DeepSeek-V3.2,5.055555555555555,0.5270462766947299,9,5.0,0.5590169943749475,9,5.111111111111111,0.48591265790377514,9,5.111111111111111,0.48591265790377514,9,4.611111111111111,0.48591265790377514,9,4.833333333333333,0.4330127018922194,9,4.944444444444445,0.46398036356916844,9,4.953333333333333,0.4726785376976619,9
Knowledge from experience is more important than that from books,DeepSeek-V4Pro,5.444444444444445,0.46398036356916844,9,5.333333333333333,0.4330127018922194,9,5.444444444444445,0.39086797998528583,9,5.388888888888889,0.4859126579037751,9,5.0,0.4330127018922193,9,5.222222222222222,0.5651941652604391,9,5.277777777777778,0.5068968775248517,9,5.301111111111111,0.44663868071530827,9
Knowledge from experience is more important than that from books,GLM-5.1,5.333333333333333,0.3535533905932738,9,5.277777777777778,0.3632415786283895,9,5.277777777777778,0.3632415786283895,9,5.277777777777778,0.3632415786283895,9,4.277777777777778,1.6414763002993509,9,5.0,0.4330127018922193,9,5.055555555555555,0.39086797998528583,9,5.0744444444444445,0.45005863815482716,9
Knowledge from experience is more important than that from books,GPT-5.5,5.333333333333333,0.2500000000000001,9,5.277777777777778,0.26352313834736496,9,5.277777777777778,0.26352313834736496,9,5.277777777777778,0.26352313834736496,9,4.888888888888889,0.33333333333333337,9,5.055555555555555,0.39086797998528583,9,5.055555555555555,0.3004626062886658,9,5.1688888888888895,0.2501221923602762,9
Knowledge from experience is more important than that from books,Gemini3.1Pro,5.555555555555555,0.39086797998528583,9,5.555555555555555,0.3004626062886658,9,5.555555555555555,0.3004626062886658,9,5.555555555555555,0.46398036356916855,9,5.444444444444445,0.3908679799852858,9,5.5,0.4330127018922193,9,5.5,0.4330127018922193,9,5.523333333333333,0.3638337532445278,9
Knowledge from experience is more important than that from books,Kimi-K2.6,5.5,0.35355339059327373,9,5.5,0.3535533905932738,9,5.555555555555555,0.3004626062886658,9,5.5,0.4330127018922193,9,5.222222222222222,0.3632415786283894,9,5.444444444444445,0.3908679799852857,9,5.444444444444445,0.3908679799852857,9,5.452222222222222,0.34131282490472625,9
Knowledge from experience is more important than that from books,MiniMax-M2.7,5.277777777777778,0.4409585518440985,9,5.166666666666667,0.5590169943749475,9,5.222222222222222,0.5651941652604391,9,5.222222222222222,0.5651941652604391,9,4.833333333333333,0.49999999999999994,9,4.944444444444445,0.6821127309893709,9,5.0,0.6614378277661477,9,5.096666666666667,0.5497044660542607,9
Knowledge from experience is more important than that from books,Qwen3.6Plus,5.611111111111111,0.4166666666666667,9,5.611111111111111,0.33333333333333337,9,5.611111111111111,0.33333333333333337,9,5.611111111111111,0.33333333333333337,9,5.5,0.35355339059327373,9,5.611111111111111,0.33333333333333337,9,5.611111111111111,0.33333333333333337,9,5.595555555555555,0.32928373445674136,9
Knowledge from experience is more important than that from books,Student,4.388888888888889,0.6508541396588879,9,4.0,0.5590169943749475,9,3.8333333333333335,0.5,9,3.5555555555555554,0.39086797998528594,9,3.5,0.6123724356957945,9,3.7777777777777777,0.565194165260439,9,3.611111111111111,0.4859126579037751,9,3.81,0.5141984052872975,9
