thema,quelle,themenbezogenheit__mean,themenbezogenheit__std,themenbezogenheit__count,logik-des-aufbaus__mean,logik-des-aufbaus__std,logik-des-aufbaus__count,ausfuehrlichkeit-aussagekraft__mean,ausfuehrlichkeit-aussagekraft__std,ausfuehrlichkeit-aussagekraft__count,sprachbeherrschung__mean,sprachbeherrschung__std,sprachbeherrschung__count,komplexitaet__mean,komplexitaet__std,komplexitaet__count,wortschatz-textverknuepfung__mean,wortschatz-textverknuepfung__std,wortschatz-textverknuepfung__count,gebrauch-sprachlicher-strukturen__mean,gebrauch-sprachlicher-strukturen__std,gebrauch-sprachlicher-strukturen__count,overall_score__mean,overall_score__std,overall_score__count,id,File,sent_count,word_count,sent_complex_tags,sent_complex_depth,LD,discourse,modals1,modals2,modals_all,EpMarkers,nominalisation,dm_per_sent,mod_per_sent,ep_per_sent,nom_per_sent
Artists' freedom to express ideas,Qwen3.6Plus,5.444444444444445,0.46398036356916844,9,5.444444444444445,0.46398036356916844,9,5.444444444444445,0.46398036356916844,9,5.444444444444445,0.5270462766947299,9,5.166666666666667,0.3535533905932738,9,5.444444444444445,0.46398036356916844,9,5.444444444444445,0.46398036356916844,9,5.405555555555555,0.44215696056692094,9,80,essay81.txt,15,256,2.466666666666667,4.866666666666666,256.0,10,0,6,6,0,18,0.6666666666666666,0.4,0.0,1.2
Artists' freedom to express ideas,Student,4.611111111111111,0.3333333333333333,9,4.055555555555555,0.30046260628866567,9,4.0,0.3535533905932737,9,3.5555555555555554,0.39086797998528594,9,3.611111111111111,0.22047927592204938,9,3.8333333333333335,0.3535533905932738,9,3.611111111111111,0.4166666666666668,9,3.898888888888889,0.30399195895798137,9,80,essay81.txt,20,441,2.35,5.85,110.25,18,3,16,19,3,14,0.9,0.95,0.15,0.7
Everyone Should Go Camping,ChatGPT-3,4.555555555555555,0.7682953714410738,9,4.555555555555555,0.6821127309893708,9,4.833333333333333,0.5,9,4.888888888888889,0.4859126579037751,9,3.5555555555555554,0.6821127309893708,9,4.166666666666667,0.6123724356957945,9,4.166666666666667,0.6123724356957946,9,4.387777777777777,0.5775114236484372,9,10,essay11.txt,14,206,1.5714285714285714,5.071428571428571,99.61486486486488,7,0,5,5,1,11,0.5,0.3571428571428571,0.0714285714285714,0.7857142857142857
Everyone Should Go Camping,ChatGPT-4,5.333333333333333,0.3535533905932738,9,5.333333333333333,0.24999999999999997,9,5.388888888888889,0.22047927592204924,9,5.444444444444445,0.3004626062886657,9,4.777777777777778,0.3632415786283895,9,5.277777777777778,0.3632415786283895,9,5.166666666666667,0.5,9,5.246666666666666,0.2873586609100202,9,10,essay11.txt,13,262,2.8461538461538463,5.538461538461538,152.5774168341148,5,1,4,5,0,22,0.3846153846153846,0.3846153846153846,0.0,1.6923076923076923
Everyone Should Go Camping,ClaudeOpus4.6,5.277777777777778,0.4409585518440985,9,5.333333333333333,0.3535533905932738,9,5.388888888888889,0.33333333333333337,9,5.388888888888889,0.33333333333333337,9,4.722222222222222,0.4409585518440985,9,5.055555555555555,0.39086797998528583,9,5.0,0.49999999999999994,9,5.167777777777777,0.3547456052503603,9,10,essay11.txt,14,208,2.071428571428572,4.214285714285714,212.52491228070176,3,0,6,6,0,17,0.2142857142857142,0.4285714285714285,0.0,1.2142857142857142
Everyone Should Go Camping,ClaudeOpus4.7,5.277777777777778,0.4409585518440985,9,5.277777777777778,0.3632415786283895,9,5.5,0.25,9,5.444444444444445,0.3004626062886658,9,4.833333333333333,0.3535533905932738,9,5.222222222222222,0.3632415786283895,9,5.111111111111111,0.33333333333333337,9,5.238888888888889,0.2866812011819245,9,10,essay11.txt,14,207,1.6428571428571428,5.357142857142857,140.89732026356995,3,0,1,1,0,8,0.2142857142857142,0.0714285714285714,0.0,0.5714285714285714
Everyone Should Go Camping,DeepSeek-V3.2,5.277777777777778,0.5651941652604389,9,5.277777777777778,0.4409585518440984,9,5.388888888888889,0.33333333333333326,9,5.388888888888889,0.3333333333333334,9,4.777777777777778,0.5068968775248516,9,5.166666666666667,0.5590169943749475,9,5.111111111111111,0.485912657903775,9,5.198888888888889,0.4282068555162459,9,10,essay11.txt,14,200,1.3571428571428572,4.5,123.8274464389114,3,0,2,2,0,14,0.2142857142857142,0.1428571428571428,0.0,1.0
Everyone Should Go Camping,DeepSeek-V4Pro,5.444444444444445,0.4639803635691684,9,5.388888888888889,0.3333333333333334,9,5.5,0.25,9,5.5,0.3535533905932737,9,5.0,0.4330127018922196,9,5.333333333333333,0.4330127018922193,9,5.333333333333333,0.4330127018922193,9,5.357777777777778,0.3422271825037344,9,10,essay11.txt,13,210,1.8461538461538465,5.538461538461538,216.6315789473684,6,1,2,3,0,11,0.4615384615384615,0.2307692307692307,0.0,0.8461538461538461
Everyone Should Go Camping,GLM-5.1,5.055555555555555,0.6346477588219923,9,5.111111111111111,0.4859126579037751,9,5.277777777777778,0.3632415786283894,9,5.277777777777778,0.36324157862838946,9,4.611111111111111,0.4859126579037751,9,4.888888888888889,0.48591265790377497,9,4.944444444444445,0.46398036356916844,9,5.025555555555556,0.43672391482237133,9,10,essay11.txt,12,190,1.8333333333333333,5.083333333333333,145.64736677605873,4,0,2,2,1,8,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.6666666666666666
Everyone Should Go Camping,GPT-5.5,4.777777777777778,0.6180165405913053,9,4.833333333333333,0.49999999999999994,9,5.0,0.4330127018922194,9,4.888888888888889,0.33333333333333326,9,4.111111111111111,0.6508541396588879,9,4.5,0.6123724356957945,9,4.555555555555555,0.5833333333333334,9,4.666666666666667,0.5055689863905815,9,10,essay11.txt,13,179,1.7692307692307692,5.153846153846154,218.81658536585363,4,1,6,7,0,11,0.3076923076923077,0.5384615384615384,0.0,0.8461538461538461
Everyone Should Go Camping,Gemini3.1Pro,5.5,0.5590169943749475,9,5.277777777777778,0.6666666666666666,9,5.5,0.4330127018922193,9,5.555555555555555,0.3004626062886658,9,5.333333333333333,0.5,9,5.388888888888889,0.4859126579037751,9,5.444444444444445,0.4639803635691686,9,5.427777777777778,0.4324285425876099,9,10,essay11.txt,9,193,2.555555555555556,6.444444444444445,163.19187662707958,5,0,2,2,0,16,0.5555555555555556,0.2222222222222222,0.0,1.7777777777777777
Everyone Should Go Camping,Kimi-K2.6,5.333333333333333,0.4330127018922194,9,5.388888888888889,0.33333333333333326,9,5.5,0.3535533905932738,9,5.444444444444445,0.3004626062886658,9,4.888888888888889,0.33333333333333326,9,5.277777777777778,0.4409585518440985,9,5.222222222222222,0.565194165260439,9,5.295555555555556,0.35560199349522464,9,10,essay11.txt,13,214,2.3076923076923075,4.6923076923076925,251.4290196078432,4,0,3,3,0,10,0.3076923076923077,0.2307692307692307,0.0,0.7692307692307693
Everyone Should Go Camping,MiniMax-M2.7,5.388888888888889,0.48591265790377497,9,5.333333333333333,0.3535533905932738,9,5.444444444444445,0.3004626062886658,9,5.333333333333333,0.3535533905932738,9,4.666666666666667,0.5,9,5.055555555555555,0.39086797998528583,9,5.0,0.49999999999999994,9,5.1755555555555555,0.34608926273113094,9,10,essay11.txt,15,216,1.4,4.8,241.92,4,1,3,4,0,16,0.2666666666666666,0.2666666666666666,0.0,1.0666666666666669
Everyone Should Go Camping,Qwen3.6Plus,5.666666666666667,0.3535533905932738,9,5.666666666666667,0.25000000000000006,9,5.722222222222222,0.26352313834736496,9,5.666666666666667,0.25000000000000006,9,5.444444444444445,0.3004626062886657,9,5.611111111111111,0.33333333333333337,9,5.555555555555555,0.4639803635691685,9,5.618888888888889,0.28431692019841365,9,10,essay11.txt,14,251,2.142857142857143,5.428571428571429,251.0,5,0,4,4,0,23,0.3571428571428571,0.2857142857142857,0.0,1.6428571428571428
Everyone Should Go Camping,Student,5.666666666666667,0.3535533905932738,9,5.0,0.4330127018922193,9,5.055555555555555,0.39086797998528583,9,4.555555555555555,0.3908679799852857,9,4.444444444444445,0.4639803635691689,9,4.611111111111111,0.485912657903775,9,4.5,0.4330127018922193,9,4.833333333333333,0.3598958182585621,9,10,essay11.txt,63,1029,1.253968253968254,4.873015873015873,73.26286846269932,23,5,32,37,1,28,0.365079365079365,0.5873015873015873,0.0158730158730158,0.4444444444444444
Giving mobile phones to the unemployed,ChatGPT-3,4.833333333333333,0.5590169943749475,9,4.777777777777778,0.6180165405913052,9,4.888888888888889,0.485912657903775,9,4.833333333333333,0.5590169943749475,9,3.8333333333333335,0.4330127018922193,9,4.388888888888889,0.5464532103585,9,4.388888888888889,0.5464532103585,9,4.561111111111111,0.4984085784886843,9,83,essay84.txt,14,275,1.5,6.071428571428571,77.59208746721848,5,0,15,15,0,7,0.3571428571428571,1.0714285714285714,0.0,0.5
Giving mobile phones to the unemployed,ChatGPT-4,5.5,0.5000000000000002,9,5.444444444444445,0.52704627669473,9,5.444444444444445,0.3908679799852857,9,5.444444444444445,0.39086797998528583,9,4.888888888888889,0.7406828681096324,9,5.277777777777778,0.5651941652604391,9,5.166666666666667,0.6123724356957945,9,5.311111111111111,0.5018576602096568,9,83,essay84.txt,13,281,3.1538461538461537,6.846153846153846,80.35934444485441,2,1,4,5,0,17,0.1538461538461538,0.3846153846153846,0.0,1.3076923076923077
Giving mobile phones to the unemployed,ClaudeOpus4.6,5.166666666666667,0.5,9,5.111111111111111,0.48591265790377514,9,5.166666666666667,0.4330127018922194,9,5.111111111111111,0.48591265790377514,9,4.555555555555555,0.5270462766947299,9,4.777777777777778,0.565194165260439,9,4.833333333333333,0.49999999999999994,9,4.961111111111111,0.47003841450578376,9,83,essay84.txt,14,212,1.5,5.214285714285714,131.60382055288733,5,0,4,4,0,10,0.3571428571428571,0.2857142857142857,0.0,0.7142857142857143
Giving mobile phones to the unemployed,ClaudeOpus4.7,5.222222222222222,0.5068968775248517,9,5.277777777777778,0.3632415786283895,9,5.333333333333333,0.3535533905932738,9,5.222222222222222,0.36324157862838946,9,4.666666666666667,0.4330127018922194,9,5.055555555555555,0.39086797998528583,9,4.944444444444445,0.4639803635691685,9,5.1033333333333335,0.3632836357448541,9,83,essay84.txt,12,205,1.9166666666666667,5.166666666666667,168.19569120287252,4,1,6,7,0,16,0.3333333333333333,0.5833333333333334,0.0,1.3333333333333333
Giving mobile phones to the unemployed,DeepSeek-V3.2,5.555555555555555,0.52704627669473,9,5.5,0.5,9,5.555555555555555,0.4639803635691686,9,5.5,0.6123724356957946,9,5.055555555555555,0.5270462766947299,9,5.388888888888889,0.485912657903775,9,5.333333333333333,0.6614378277661477,9,5.414444444444444,0.5155848890122533,9,83,essay84.txt,12,198,1.5,5.416666666666667,121.7143978715052,4,2,1,3,0,16,0.3333333333333333,0.25,0.0,1.3333333333333333
Giving mobile phones to the unemployed,DeepSeek-V4Pro,5.666666666666667,0.49999999999999994,9,5.555555555555555,0.52704627669473,9,5.611111111111111,0.4859126579037751,9,5.555555555555555,0.52704627669473,9,5.166666666666667,0.5,9,5.555555555555555,0.52704627669473,9,5.444444444444445,0.5270462766947299,9,5.5088888888888885,0.4947333737591501,9,83,essay84.txt,12,235,2.5,5.666666666666667,139.6112135581314,4,1,4,5,0,19,0.3333333333333333,0.4166666666666667,0.0,1.5833333333333333
Giving mobile phones to the unemployed,GLM-5.1,5.111111111111111,0.4859126579037751,9,5.111111111111111,0.4859126579037751,9,5.277777777777778,0.3632415786283895,9,5.166666666666667,0.4330127018922194,9,4.555555555555555,0.5270462766947299,9,4.888888888888889,0.4859126579037751,9,4.833333333333333,0.5590169943749475,9,4.9944444444444445,0.4515005844711363,9,83,essay84.txt,12,203,1.9166666666666667,5.083333333333333,133.95914519170333,3,2,4,6,0,11,0.25,0.5,0.0,0.9166666666666666
Giving mobile phones to the unemployed,GPT-5.5,5.222222222222222,0.5068968775248517,9,5.166666666666667,0.5,9,5.277777777777778,0.4409585518440985,9,5.222222222222222,0.4409585518440985,9,4.666666666666667,0.5,9,4.833333333333333,0.5,9,4.888888888888889,0.5464532103585001,9,5.042222222222223,0.45416896023885694,9,83,essay84.txt,12,179,2.0,4.916666666666667,179.0,8,0,11,11,0,15,0.6666666666666666,0.9166666666666666,0.0,1.25
Giving mobile phones to the unemployed,Gemini3.1Pro,5.444444444444445,0.5833333333333334,9,5.388888888888889,0.5464532103584999,9,5.555555555555555,0.39086797998528594,9,5.555555555555555,0.52704627669473,9,5.166666666666667,0.5590169943749475,9,5.388888888888889,0.4859126579037751,9,5.333333333333333,0.5590169943749473,9,5.405555555555555,0.4666398801836142,9,83,essay84.txt,8,190,2.5,5.875,175.18874172185429,3,3,3,6,0,13,0.375,0.75,0.0,1.625
Giving mobile phones to the unemployed,Kimi-K2.6,5.222222222222222,0.4409585518440985,9,5.222222222222222,0.3632415786283894,9,5.333333333333333,0.24999999999999997,9,5.333333333333333,0.3535533905932738,9,4.666666666666667,0.4330127018922194,9,5.055555555555555,0.39086797998528583,9,5.055555555555555,0.39086797998528583,9,5.127777777777777,0.3417885961298948,9,83,essay84.txt,10,191,1.6,5.1,200.28784313725487,4,0,2,2,0,13,0.4,0.2,0.0,1.3
Giving mobile phones to the unemployed,MiniMax-M2.7,5.277777777777778,0.4409585518440984,9,5.166666666666667,0.4330127018922194,9,5.166666666666667,0.4330127018922194,9,5.111111111111111,0.48591265790377514,9,4.5,0.5590169943749475,9,4.777777777777778,0.5068968775248517,9,4.777777777777778,0.5068968775248516,9,4.9688888888888885,0.4510389241641026,9,83,essay84.txt,14,228,1.5714285714285714,4.642857142857143,113.94274357989303,4,2,6,8,1,14,0.2857142857142857,0.5714285714285714,0.0714285714285714,1.0
Giving mobile phones to the unemployed,Qwen3.6Plus,5.555555555555555,0.4639803635691686,9,5.555555555555555,0.4639803635691686,9,5.555555555555555,0.4639803635691686,9,5.555555555555555,0.4639803635691686,9,5.222222222222222,0.6180165405913054,9,5.555555555555555,0.4639803635691686,9,5.444444444444445,0.5270462766947299,9,5.493333333333333,0.48456165758342873,9,83,essay84.txt,13,232,1.5384615384615383,5.307692307692308,235.48,6,0,4,4,0,23,0.4615384615384615,0.3076923076923077,0.0,1.7692307692307692
Giving mobile phones to the unemployed,Student,4.611111111111111,0.5464532103585001,9,4.222222222222222,0.4409585518440984,9,4.055555555555555,0.3908679799852857,9,3.7777777777777777,0.2635231383473649,9,3.6666666666666665,0.5000000000000001,9,3.888888888888889,0.41666666666666663,9,3.7222222222222223,0.44095855184409843,9,3.9911111111111115,0.39298360158041085,9,83,essay84.txt,21,498,1.619047619047619,6.809523809523809,62.46382854670191,16,1,15,16,1,16,0.7619047619047619,0.7619047619047619,0.0476190476190476,0.7619047619047619
International sporting occasions help to ease international tensions,ChatGPT-3,4.722222222222222,0.5068968775248517,9,4.611111111111111,0.4166666666666667,9,4.777777777777778,0.3632415786283895,9,4.666666666666667,0.25000000000000006,9,4.0,0.3535533905932738,9,4.333333333333333,0.4330127018922194,9,4.333333333333333,0.3535533905932737,9,4.492222222222222,0.34481073713625043,9,36,essay37.txt,11,254,2.8181818181818183,6.727272727272728,78.19763651181745,5,1,5,6,0,24,0.4545454545454545,0.5454545454545454,0.0,2.1818181818181817
International sporting occasions help to ease international tensions,ChatGPT-4,5.388888888888889,0.5464532103585001,9,5.388888888888889,0.5464532103585001,9,5.388888888888889,0.41666666666666663,9,5.388888888888889,0.41666666666666663,9,4.944444444444445,0.6346477588219924,9,5.277777777777778,0.6180165405913054,9,5.166666666666667,0.49999999999999994,9,5.279999999999999,0.5038352905464246,9,36,essay37.txt,12,266,2.5,6.0,130.27373839507308,6,1,0,1,0,28,0.5,0.0833333333333333,0.0,2.333333333333333
International sporting occasions help to ease international tensions,ClaudeOpus4.6,5.055555555555555,0.5833333333333334,9,5.0,0.6123724356957945,9,5.055555555555555,0.5833333333333334,9,5.055555555555555,0.5833333333333334,9,4.666666666666667,0.6123724356957946,9,4.833333333333333,0.6614378277661476,9,4.888888888888889,0.6009252125773314,9,4.937777777777778,0.5875963278003398,9,36,essay37.txt,13,215,1.4615384615384617,5.230769230769231,168.178624260355,8,1,4,5,1,17,0.6153846153846154,0.3846153846153846,0.0769230769230769,1.3076923076923077
International sporting occasions help to ease international tensions,ClaudeOpus4.7,5.388888888888889,0.41666666666666663,9,5.333333333333333,0.4330127018922194,9,5.388888888888889,0.4166666666666667,9,5.388888888888889,0.4166666666666667,9,5.0,0.4330127018922193,9,5.166666666666667,0.5,9,5.222222222222222,0.4409585518440985,9,5.271111111111111,0.4116261788456986,9,36,essay37.txt,13,214,1.3846153846153846,5.0,258.86000000000007,5,1,2,3,0,15,0.3846153846153846,0.2307692307692307,0.0,1.1538461538461535
International sporting occasions help to ease international tensions,DeepSeek-V3.2,5.277777777777778,0.5068968775248516,9,5.277777777777778,0.5068968775248516,9,5.333333333333333,0.4330127018922194,9,5.333333333333333,0.4330127018922194,9,4.944444444444445,0.46398036356916844,9,5.166666666666667,0.49999999999999994,9,5.166666666666667,0.49999999999999994,9,5.2155555555555555,0.45951363176491056,9,36,essay37.txt,12,209,1.8333333333333333,6.0,156.39462144263467,5,0,1,1,0,26,0.4166666666666667,0.0833333333333333,0.0,2.1666666666666665
International sporting occasions help to ease international tensions,DeepSeek-V4Pro,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.555555555555555,0.3908679799852857,9,5.611111111111111,0.33333333333333337,9,5.611111111111111,0.33333333333333337,9,5.635555555555555,0.28142988074790115,9,36,essay37.txt,12,260,1.3333333333333333,6.5,186.3770265175317,5,0,1,1,0,25,0.4166666666666667,0.0833333333333333,0.0,2.083333333333333
International sporting occasions help to ease international tensions,GLM-5.1,5.111111111111111,0.5464532103585001,9,5.055555555555555,0.5833333333333333,9,5.111111111111111,0.5464532103585001,9,5.111111111111111,0.5464532103585001,9,4.666666666666667,0.5,9,4.888888888888889,0.6009252125773314,9,4.944444444444445,0.5833333333333334,9,4.985555555555555,0.5408352593699653,9,36,essay37.txt,10,196,1.6,5.4,197.16666666666669,7,3,3,6,0,11,0.7,0.6,0.0,1.1
International sporting occasions help to ease international tensions,GPT-5.5,5.0,0.5590169943749475,9,4.944444444444445,0.5833333333333334,9,5.0,0.5590169943749475,9,5.0,0.5590169943749475,9,4.555555555555555,0.52704627669473,9,4.777777777777778,0.6180165405913052,9,4.833333333333333,0.5590169943749475,9,4.874444444444444,0.5488649904828853,9,36,essay37.txt,13,185,1.3846153846153846,4.0,208.32608695652172,8,0,12,12,0,13,0.6153846153846154,0.9230769230769232,0.0,1.0
International sporting occasions help to ease international tensions,Gemini3.1Pro,5.277777777777778,0.6180165405913053,9,5.0,0.7905694150420949,9,5.222222222222222,0.5068968775248516,9,5.333333333333333,0.4330127018922194,9,4.944444444444445,0.6346477588219923,9,5.222222222222222,0.5651941652604391,9,5.055555555555555,0.5270462766947299,9,5.152222222222222,0.5433870116633672,9,36,essay37.txt,8,193,2.5,6.375,193.0,5,0,4,4,0,14,0.625,0.5,0.0,1.75
International sporting occasions help to ease international tensions,Kimi-K2.6,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.555555555555555,0.39086797998528583,9,5.666666666666667,0.25000000000000006,9,5.666666666666667,0.25000000000000006,9,5.651111111111111,0.2632225505368244,9,36,essay37.txt,12,205,1.25,4.916666666666667,314.9318918918919,9,3,3,6,0,22,0.75,0.5,0.0,1.8333333333333333
International sporting occasions help to ease international tensions,MiniMax-M2.7,5.277777777777778,0.565194165260439,9,5.166666666666667,0.5590169943749475,9,5.166666666666667,0.5590169943749475,9,5.166666666666667,0.5590169943749475,9,4.777777777777778,0.6180165405913052,9,5.0,0.6123724356957946,9,5.0,0.5590169943749473,9,5.081111111111111,0.5571006292503278,9,36,essay37.txt,13,238,1.6923076923076923,5.307692307692308,128.375,7,5,4,9,0,27,0.5384615384615384,0.6923076923076923,0.0,2.076923076923077
International sporting occasions help to ease international tensions,Qwen3.6Plus,5.5,0.3535533905932737,9,5.5,0.3535533905932737,9,5.555555555555555,0.3004626062886658,9,5.555555555555555,0.3004626062886658,9,5.333333333333333,0.3535533905932738,9,5.5,0.3535533905932737,9,5.5,0.3535533905932737,9,5.492222222222222,0.3208885233916046,9,36,essay37.txt,14,235,1.4285714285714286,4.357142857142857,213.558394160584,8,3,3,6,0,23,0.5714285714285714,0.4285714285714285,0.0,1.6428571428571428
International sporting occasions help to ease international tensions,Student,4.111111111111111,0.6009252125773314,9,3.4444444444444446,0.5270462766947299,9,3.388888888888889,0.6009252125773316,9,2.7222222222222223,0.44095855184409843,9,2.9444444444444446,0.6346477588219923,9,3.111111111111111,0.5464532103585,9,2.8333333333333335,0.6123724356957945,9,3.223333333333333,0.5377034498680475,9,36,essay37.txt,22,338,0.7727272727272727,5.318181818181818,67.06678993030863,9,0,9,9,0,29,0.4090909090909091,0.4090909090909091,0.0,1.318181818181818
Is image more powerful than the written word?,ChatGPT-3,4.888888888888889,0.6508541396588877,9,4.833333333333333,0.6123724356957945,9,4.833333333333333,0.5,9,4.944444444444445,0.5270462766947298,9,4.222222222222222,0.5651941652604391,9,4.444444444444445,0.5833333333333333,9,4.5,0.6123724356957945,9,4.667777777777777,0.5472608559402402,9,72,essay73.txt,15,242,1.6666666666666667,4.666666666666667,53.65610859728506,7,0,10,10,0,8,0.4666666666666667,0.6666666666666666,0.0,0.5333333333333333
Is image more powerful than the written word?,ChatGPT-4,5.166666666666667,0.49999999999999994,9,5.166666666666667,0.49999999999999994,9,5.222222222222222,0.44095855184409843,9,5.222222222222222,0.44095855184409843,9,4.777777777777778,0.5068968775248517,9,5.111111111111111,0.4166666666666667,9,5.055555555555555,0.5270462766947299,9,5.104444444444444,0.4569220696987374,9,72,essay73.txt,12,238,2.333333333333333,6.25,105.7748780865721,2,2,3,5,0,15,0.1666666666666666,0.4166666666666667,0.0,1.25
