session,quelle,thema,erstellt,teacher_name,teacher_model,overall_score,themenbezogenheit,logik-des-aufbaus,ausfuehrlichkeit-aussagekraft,sprachbeherrschung,komplexitaet,wortschatz-textverknuepfung,gebrauch-sprachlicher-strukturen
513a403fb6824e2c80e170a4a49cc8da,GLM-5.1,Locker checks,2026-04-26T15:53:50.074822+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5
db4f04f9f0ca44f0bec7bace633628cd,MiniMax-M2.7,Locker checks,2026-04-26T15:53:51.690561+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5
493ba5934fa746329eb34861f03c65bf,DeepSeek-V3.2,Locker checks,2026-04-26T15:53:53.212750+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
8afd511e22c14201a66c80a4c4e98ff6,GPT-5.5,Locker checks,2026-04-26T15:53:55.136865+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
f90642ca64684807ab2549017ecb4581,DeepSeek-V4Pro,Locker checks,2026-04-26T15:53:56.603127+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
0945d6fe91584d9cb305986648c1cc87,ClaudeOpus4.6,Locker checks,2026-04-26T15:53:58.336209+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
da7aac7ee47f40199a736f4f426e2354,ClaudeOpus4.7,Locker checks,2026-04-26T15:53:59.980239+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
dc729065e0c140edaa5acfdaade2d078,Gemini3.1Pro,Locker checks,2026-04-26T15:54:01.530583+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
c2f455bb5f61467880241aebfa11de87,Student,Why you should exercise,2026-04-26T15:54:12.660969+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.14,6.0,5.5,5.5,4.5,4.5,5.0,5.0
39a1056bdaaf44799c4a3cb2227d4ea3,ChatGPT-3,Why you should exercise,2026-04-26T15:54:14.593199+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
9db1968ce8db49c4b4d35c9d6f023b39,ChatGPT-4,Why you should exercise,2026-04-26T15:54:16.056764+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
8ae4e53061a8491296ae38362887a369,Qwen3.6Plus,Why you should exercise,2026-04-26T15:54:17.823355+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
12ba2ff443104aa0a0be0b2f3b23759c,Kimi-K2.6,Why you should exercise,2026-04-26T15:54:19.601362+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
ed6bfade195c47d595ddd4f1468c1cab,GLM-5.1,Why you should exercise,2026-04-26T15:54:21.320050+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
9b8d73f5eff349fbb6fb435c82e87c09,MiniMax-M2.7,Why you should exercise,2026-04-26T15:54:22.959520+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
9bfefeb5e46e49928fe3f05733da8b74,DeepSeek-V3.2,Why you should exercise,2026-04-26T15:54:24.437526+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
d87a12fe1148499c9c1174df3f4d0f4c,GPT-5.5,Why you should exercise,2026-04-26T15:54:25.921050+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
c272936624444909bdc211973648b0c2,DeepSeek-V4Pro,Why you should exercise,2026-04-26T15:54:27.606714+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
4860f505dfe948fe8be0610aa64c57a0,ClaudeOpus4.6,Why you should exercise,2026-04-26T15:54:29.484585+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
8b3a43139114495fa9a212d2be88c296,ClaudeOpus4.7,Why you should exercise,2026-04-26T15:54:31.301932+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
bef6340850f44a4d92d4b32d673c8dc1,Gemini3.1Pro,Why you should exercise,2026-04-26T15:54:32.835871+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
49510b304b9e4191a1989489d9993b11,Student,Traditional games or modern games in developing children's skills,2026-04-26T15:54:44.197170+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,4.79,5.5,5.0,5.0,4.5,4.5,4.5,4.5
6a1a930db59742cba4ea495654caebad,ChatGPT-3,Traditional games or modern games in developing children's skills,2026-04-26T15:54:46.310764+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.21,5.5,5.5,5.5,5.5,4.5,5.0,5.0
8e6b30f3a4b64649a7c1fef1a48da1a0,ChatGPT-4,Traditional games or modern games in developing children's skills,2026-04-26T15:54:47.872875+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
4657eb42e32e43c9811c4a2def705c70,Qwen3.6Plus,Traditional games or modern games in developing children's skills,2026-04-26T15:54:49.530916+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
eb3de3c366694c62bec334425741f7f4,Kimi-K2.6,Traditional games or modern games in developing children's skills,2026-04-26T15:54:51.045518+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
ba5ecdf81198481dba83aecf2490aabe,GLM-5.1,Traditional games or modern games in developing children's skills,2026-04-26T15:54:52.478400+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
dcd515556e42456babd465df520e7386,MiniMax-M2.7,Traditional games or modern games in developing children's skills,2026-04-26T15:54:54.062590+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,6.0,5.0,5.5,5.5
76de9545c6b241198d64c0bd2fdbf86a,DeepSeek-V3.2,Traditional games or modern games in developing children's skills,2026-04-26T15:54:55.568837+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
39bdd7a0dcf8473fa1fd95fa37dac42f,GPT-5.5,Traditional games or modern games in developing children's skills,2026-04-26T15:54:57.162952+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
fa8a53fd634f44d9a5715a4b20f9233b,DeepSeek-V4Pro,Traditional games or modern games in developing children's skills,2026-04-26T15:54:58.676472+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
94a15462c23942c19a37dcf108e8bc2d,ClaudeOpus4.6,Traditional games or modern games in developing children's skills,2026-04-26T15:55:00.498064+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
8f3946655df34d3480fab89c6656c1ec,ClaudeOpus4.7,Traditional games or modern games in developing children's skills,2026-04-26T15:55:02.350705+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
e0449aabe45643ba91132b136366ba67,Gemini3.1Pro,Traditional games or modern games in developing children's skills,2026-04-26T15:55:04.006204+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
7e63c7797d14481ea6e7c69e91b167c9,Student,Museums as a form of entertainment or education?,2026-04-26T15:55:14.329618+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,4.14,5.0,4.5,4.5,3.5,4.0,4.0,3.5
f6c1d90f4a99433abac47d5515bfdf0e,ChatGPT-3,Museums as a form of entertainment or education?,2026-04-26T15:55:15.888302+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.07,5.5,5.5,5.0,5.0,4.5,5.0,5.0
363cc8f192154762bde7aa448999da9d,ChatGPT-4,Museums as a form of entertainment or education?,2026-04-26T15:55:17.670776+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.64,6.0,6.0,6.0,5.5,5.0,5.5,5.5
8e4af5b908da40f782a8da7148b5453d,Qwen3.6Plus,Museums as a form of entertainment or education?,2026-04-26T15:55:19.241233+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
c110352801dc4ffeabbfaa6fdbb1cdd7,Kimi-K2.6,Museums as a form of entertainment or education?,2026-04-26T15:55:21.430239+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
fb9c1dd8fc79497ba657efe0dad82de6,GLM-5.1,Museums as a form of entertainment or education?,2026-04-26T15:55:23.883217+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
773b8978ccd247c7ad397f155f03c9eb,MiniMax-M2.7,Museums as a form of entertainment or education?,2026-04-26T15:55:25.686212+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
92a33a7838794806ac2f6b22c9ef3a64,DeepSeek-V3.2,Museums as a form of entertainment or education?,2026-04-26T15:55:27.169368+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
c1f31ecc5f394bb8b73d8a73c949bbbc,GPT-5.5,Museums as a form of entertainment or education?,2026-04-26T15:55:28.591979+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,6.0,5.0,5.5,5.5
22086057cc51452ba8d4587d12c8eb8b,DeepSeek-V4Pro,Museums as a form of entertainment or education?,2026-04-26T15:55:30.390453+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
37335419130f45c8be493877ca43a061,ClaudeOpus4.6,Museums as a form of entertainment or education?,2026-04-26T15:55:32.134406+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
a519a4bcf79a479ab293ba53525cbe36,ClaudeOpus4.7,Museums as a form of entertainment or education?,2026-04-26T15:55:33.528814+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
a86827fab32c469c92557ed52411d4dc,Gemini3.1Pro,Museums as a form of entertainment or education?,2026-04-26T15:55:34.981023+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
44305815f04c480197752489713dcc6c,Student,Everyone Should Go Camping,2026-04-26T15:55:45.852024+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.21,6.0,5.5,5.5,4.5,5.0,5.0,5.0
2253639fcec740c090282c01d80fd3c3,ChatGPT-3,Everyone Should Go Camping,2026-04-26T15:55:47.419977+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,6.0,5.0,5.5,5.5
6831d64962224d24878a26aa599f1645,ChatGPT-4,Everyone Should Go Camping,2026-04-26T15:55:49.096303+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.36,5.5,5.5,5.5,5.5,5.0,5.5,5.0
dcd0c297bc534ba18c6eb6db85d61e48,Qwen3.6Plus,Everyone Should Go Camping,2026-04-26T15:55:50.792663+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
b77c18fc66df41e2a383eabe27a2f27d,Kimi-K2.6,Everyone Should Go Camping,2026-04-26T15:55:52.304941+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
769f73ae778e46b0898be1e11ab1a069,GLM-5.1,Everyone Should Go Camping,2026-04-26T15:55:54.216109+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
1f7fe7e7768749bda9f415a4d3bd5544,MiniMax-M2.7,Everyone Should Go Camping,2026-04-26T15:55:56.009198+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
ffea0f52b1f6439c93bbe9c8b866b481,DeepSeek-V3.2,Everyone Should Go Camping,2026-04-26T15:55:57.556226+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
d4d5d99986a743d9990eae1f4e534a02,GPT-5.5,Everyone Should Go Camping,2026-04-26T15:55:59.386628+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5
5f544875a7044fedbd0f0832c6f138da,DeepSeek-V4Pro,Everyone Should Go Camping,2026-04-26T15:56:01.023613+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
6ccc7947ab5b4011898dfee4ae7dd847,ClaudeOpus4.6,Everyone Should Go Camping,2026-04-26T15:56:02.519645+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
8b42adae0a5a4d11befc987160b2fa00,ClaudeOpus4.7,Everyone Should Go Camping,2026-04-26T15:56:04.196813+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
ec74d893a0fe4615b0700e5fe6dde0af,Gemini3.1Pro,Everyone Should Go Camping,2026-04-26T15:56:05.870080+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10fd2d31aac44df68ecddf324f00865f,Student,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:18.280314+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,4.79,5.5,5.0,5.0,4.5,4.5,4.5,4.5
4a7a2261607d4208a9cde01645b667ce,ChatGPT-3,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:20.357246+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.21,5.5,5.5,5.5,5.5,4.5,5.0,5.0
0aa15afa1bef4b1bb28135f8be29a57a,ChatGPT-4,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:21.938976+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
d4a12f216df042d2a64b28dfc029731c,Qwen3.6Plus,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:23.486401+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
afd556b9c9154ce4929594f53b9384ff,Kimi-K2.6,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:25.385061+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5
ca43a792c0b94721b9be2b6404b668fc,GLM-5.1,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:27.390225+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.64,6.0,6.0,6.0,6.0,4.5,5.5,5.5
2a46278d9fd94b7c878bb9faafc4b61d,MiniMax-M2.7,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:29.338269+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5
55e6c7f56ad242baad6361c517571e4a,DeepSeek-V3.2,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:31.080097+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
67838b86fa6247ffbcb9492611ddee9a,GPT-5.5,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:32.520319+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
51a1673d537b4059ace2a6091d790a92,DeepSeek-V4Pro,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:35.269106+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
ab86f372715e48219fd1516893d17859,ClaudeOpus4.6,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:36.904566+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
38432c58ff82486d98620b67d8677c84,ClaudeOpus4.7,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:38.967090+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
29859120aa0d45b88ca6a2f46670b759,Gemini3.1Pro,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-26T15:56:40.658241+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
af6e928d321b4aeab093eaffd4c0d3d0,Student,Giving mobile phones to the unemployed,2026-04-26T15:56:51.425264+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,4.64,5.5,5.0,4.5,4.0,4.5,4.5,4.5
5520bfbd77c143678c4555fc730a1680,ChatGPT-3,Giving mobile phones to the unemployed,2026-04-26T15:56:53.164796+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.64,6.0,6.0,6.0,6.0,4.5,5.5,5.5
baa96c7a2c6e40459ee9d1063f7109d7,ChatGPT-4,Giving mobile phones to the unemployed,2026-04-26T15:56:55.247189+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5
5c6caab00b884dfbbb53a7eca1d028af,Qwen3.6Plus,Giving mobile phones to the unemployed,2026-04-26T15:56:56.866189+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
daffb0247c564f51af067c7fc8a064cb,Kimi-K2.6,Giving mobile phones to the unemployed,2026-04-26T15:56:58.546273+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5
9fa8d2fafa16450aa3e3e0472b3f3b30,GLM-5.1,Giving mobile phones to the unemployed,2026-04-26T15:57:00.370231+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
9826435972664ad09d85e8b4947874ad,MiniMax-M2.7,Giving mobile phones to the unemployed,2026-04-26T15:57:01.938648+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
481c9138f3cd46f8a2d8589a8f39dde1,DeepSeek-V3.2,Giving mobile phones to the unemployed,2026-04-26T15:57:04.018257+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
fbf3630b1bff4d528ccd0a79fdac90d9,GPT-5.5,Giving mobile phones to the unemployed,2026-04-26T15:57:05.883177+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
901b12f7e6d94dec9525ce32937afb59,DeepSeek-V4Pro,Giving mobile phones to the unemployed,2026-04-26T15:57:07.639597+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0
7f810a1f15474fda9daff3b8641fa417,ClaudeOpus4.6,Giving mobile phones to the unemployed,2026-04-26T15:57:09.452623+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
e1cc7e964f5643f58075f4943f6c3972,ClaudeOpus4.7,Giving mobile phones to the unemployed,2026-04-26T15:57:11.049575+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5
26d71a88c84b4a1eae6d5d90fd68c9a3,Gemini3.1Pro,Giving mobile phones to the unemployed,2026-04-26T15:57:12.558171+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5
6be87be61c1b4aa5b5f8c21252eaa5a6,Student,International sporting occasions help to ease international tensions,2026-04-26T15:57:23.522624+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,4.0,5.0,4.0,4.5,3.0,4.0,4.0,3.5
79fb4327ece449fba2e12fd621cf33ab,ChatGPT-3,International sporting occasions help to ease international tensions,2026-04-26T15:57:25.327913+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.0,5.5,5.0,5.5,5.0,4.5,5.0,4.5
f2471ffaa9c24a6facda4ce4854cf0c4,ChatGPT-4,International sporting occasions help to ease international tensions,2026-04-26T15:57:26.903907+00:00,GPT-5.4 Mini Evaluator,openai/gpt-5.4-mini,5.86,6.0,6.0,6.0,6.0,5.5,6.0,5.5
